gene_symbol,mutation_count,pathway_count,drug_count,degree
CRIPT,188,0.0,0.0,0
CRIPTO,136,0.0,1.0,1
CRIPTO3,2,0.0,0.0,0
CRISP1,110,0.0,0.0,0
CRISP2,78,0.0,0.0,0
CRISP3,84,3.0,0.0,3
CRISPLD1,175,0.0,0.0,0
CRISPLD1;HNF4G;IL7;PEX2;PI15;PKIA;ZC2HC1A;ZFHX4,1,0.0,0.0,0
CRISPLD2,367,0.0,1.0,1
CRISPLD2;CIBAR2;KIAA0513;ZDHHC7,1,0.0,0.0,0
CRISPLD2;KIAA0513;USP10;ZDHHC7,1,0.0,0.0,0
CRISPLD2;USP10,1,0.0,0.0,0
CRK,80,38.0,4.0,42
CRK;CRK-AS1;LOC112529892;LOC121848004;YWHAE,4,0.0,0.0,0
CRK;INPP5K;MYO1C;PITPNA;RILP;SCARF1;SLC43A2,1,0.0,0.0,0
CRK;INPP5K;MYO1C;PITPNA;SLC43A2;YWHAE,1,0.0,0.0,0
CRK;INPP5K;MYO1C;PITPNA;TRARG1;YWHAE,1,0.0,0.0,0
CRK;INPP5K;MYO1C;TRARG1;YWHAE,1,0.0,0.0,0
CRKL,109,20.0,15.0,35
CRKL;PI4KA;SERPIND1;SNAP29,2,0.0,0.0,0
CRK;MYO1C;YWHAE,1,0.0,0.0,0
CRK;TRARG1;BHLHA9;YWHAE;INPP5K;ABR;PITPNA;MYO1C,1,0.0,0.0,0
CRK;YWHAE,1,0.0,0.0,0
CRLF1,486,0.0,0.0,0
CRLF2,44,0.0,3.0,3
CRLF2;CSF2RA,2,0.0,0.0,0
CRLF2;CSF2RA;MIR3690,7,0.0,0.0,0
CRLF3,100,0.0,0.0,0
CRLS1,116,0.0,0.0,0
CRLS1;FERMT1;LRRN4,1,0.0,0.0,0
CRMA,4,0.0,0.0,0
CRMP1,262,5.0,20.0,25
CRMP1;EVC,1,0.0,0.0,0
CRNDE,4,0.0,0.0,0
CRNKL1,196,0.0,0.0,0
CRNN,164,0.0,0.0,0
CRNN;FLG;FLG2,3,0.0,0.0,0
CROCC,1168,0.0,0.0,0
CROCC2,10,0.0,0.0,0
CROCC;NBPF1;RNU1-4;TRE-TTC3-1;TRQ-CTG14-1,1,0.0,0.0,0
CROT,242,0.0,1.0,1
CRP,61,6.0,8.0,14
CRPPA,1531,0.0,0.0,0
CRTAC1,244,0.0,0.0,0
CRTAC1;R3HCC1L,1,0.0,0.0,0
CRTAM,140,0.0,0.0,0
CRTAM;JHY;UBASH3B,1,0.0,0.0,0
CRTAM;LOC130006966;LOC130006967;LOC130006968;LOC130006969;LOC130006970,2,0.0,0.0,0
CRTAM;UBASH3B;JHY,1,0.0,0.0,0
CRTAP,1449,3.0,1.0,4
CRTAP;LOC129936436,2,0.0,0.0,0
CRTC1,194,9.0,4.0,13
CRTC2,214,8.0,4.0,12
CRTC3,204,0.0,0.0,0
CRTC3;IQGAP1;ZNF774,1,0.0,0.0,0
CRX,1130,0.0,0.0,0
CRX;LINC01595;LOC112552167;SULT2A1;TPRX2,2,0.0,0.0,0
CRX;SULT2A1,2,0.0,0.0,0
CRX;SULT2A1;TPRX1,1,0.0,0.0,0
CRX;TPRX1,2,0.0,0.0,0
CRX;TPRX2,2,0.0,0.0,0
CRY1,162,5.0,2.0,7
CRY2,189,5.0,1.0,6
CRY2;FREY1;MAPK8IP1;SLC35C1,2,0.0,0.0,0
CRYAA,231,0.0,0.0,0
CRYAA;HSF2BP;RRP1B;SIK1,1,0.0,0.0,0
CRYAA;U2AF1,1,0.0,0.0,0
CRYAB,701,4.0,0.0,4
CRYBA1,189,0.0,0.0,0
CRYBA1;NUFIP2;TAOK1,1,0.0,0.0,0
CRYBA2,88,0.0,0.0,0
CRYBA4,219,0.0,0.0,0
CRYBA4;CRYBB1;MIAT,1,0.0,0.0,0
CRYBA4;MIAT,1,0.0,0.0,0
CRYBB1,253,0.0,0.0,0
CRYBB1;CRYBA4,2,0.0,0.0,0
CRYBB2,286,0.0,0.0,0
CRYBB2;CRYBB3;GRK3;KIAA1671,1,0.0,0.0,0
CRYBB2;CRYBB3;KIAA1671;LHFPL7;SGSM1,1,0.0,0.0,0
CRYBB3,269,0.0,3.0,3
CRYBG1,646,0.0,0.0,0
CRYBG1;LOC126859757;LOC129996906;LOC129996907;LOC129996908;LOC129996909,2,0.0,0.0,0
CRYBG1;QRSL1;RTN4IP1,1,0.0,0.0,0
CRYBG2,670,0.0,0.0,0
CRYBG2;ZNF683,1,0.0,0.0,0
CRYBG3,62,0.0,0.0,0
CRYBG3;GABRR3;RIOX2,1,0.0,0.0,0
CRYGA,98,0.0,1.0,1
CRYGB,142,0.0,1.0,1
CRYGB;C2orf80;CRYGA;CRYGC;CRYGD;IDH1;PIKFYVE;PLEKHM3,1,0.0,0.0,0
CRYGC,222,0.0,1.0,1
CRYGD,199,0.0,2.0,2
CRYGN,84,0.0,0.0,0
CRYGN;PRKAG2;RHEB;WDR86,1,0.0,0.0,0
CRYGS,136,0.0,0.0,0
CRYGS;DGKG;DNAJB11;TBCCD1,1,0.0,0.0,0
CRYL1,289,0.0,0.0,0
CRYL1;EEF1AKMT1;IFT88;IL17D;XPO4,1,0.0,0.0,0
CRYL1;GJA3;GJB2;GJB6,1,0.0,0.0,0
CRYL1;GJA3;GJB2;GJB6;IFT88,1,0.0,0.0,0
CRYL1;GJA3;GJB2;GJB6;IFT88;PSPC1;ZMYM2;ZMYM5,1,0.0,0.0,0
CRYL1;GJB2;GJB6,1,0.0,0.0,0
CRYL1;GJB6,16,0.0,0.0,0
CRYL1;IFT88,1,0.0,0.0,0
CRYL1;LOC126861704;LOC126861705;LOC130009316;LOC130009317;LOC130009318;LOC130009319;LOC132090175,2,0.0,0.0,0
CRYL1;LOC126861704;LOC126861705;LOC130009316;LOC130009317;LOC130009318;LOC130009319;LOC132090175;MIR4499,2,0.0,0.0,0
CRYM,299,3.0,0.0,3
CRYZ,133,0.0,1.0,1
CRYZ;ERICH3;FPGT-TNNI3K;TNNI3K;TYW3,2,0.0,0.0,0
CRYZL1,116,0.0,0.0,0
CRYZL1;DNAJC28;DONSON;GART;SON;TMEM50B,1,0.0,0.0,0
CRYZL1;DONSON,1,0.0,0.0,0
CRYZL1;DONSON;ITSN1;SON,1,0.0,0.0,0
CRYZL2P-SEC16B;SEC16B,8,0.0,0.0,0
CS,88,8.0,0.0,8
CSAD,204,0.0,0.0,0
CSAG1,42,0.0,0.0,0
CSAG3;GABRA3;GABRQ;MAGEA12;MAGEA2B;MAGEA6;MIR105-1;MIR105-2,1,0.0,0.0,0
CSDC2,48,0.0,0.0,0
CSDE1,438,0.0,0.0,0
CSE1L,210,0.0,6.0,6
CSF1,204,13.0,7.0,20
CSF1R,2057,9.0,55.0,64
CSF2,40,16.0,74.0,90
CSF2RA,2586,17.0,8.0,25
CSF2RA;MIR3690,4,0.0,0.0,0
CSF2RB,1768,17.0,6.0,23
CSF3,56,7.0,6.0,13
CSF3R,1570,8.0,26.0,34
CSGALNACT1,779,0.0,0.0,0
CSGALNACT1;CSGALNACT1-AS1;LOC126860314;LOC126860315;LOC126860316;LOC126860317;LOC129999947,1,0.0,0.0,0
CSGALNACT1;INTS10,1,0.0,0.0,0
CSGALNACT1;INTS10;PSD3;SH2D4A,1,0.0,0.0,0
CSGALNACT1;INTS10;SH2D4A,1,0.0,0.0,0
CSGALNACT1;PSD3;SH2D4A,5,0.0,0.0,0
CSGALNACT1;SH2D4A,7,0.0,0.0,0
CSGALNACT2,180,0.0,0.0,0
CSH1,68,4.0,1.0,5
CSH1;CSH2;GH2,4,0.0,0.0,0
CSH2,90,0.0,2.0,2
CSHL1,122,0.0,4.0,4
CSHL1;GH-LCR;GH1,2,0.0,0.0,0
CSK,106,35.0,3.0,38
CSKMT,98,0.0,0.0,0
CSKMT;GANAB;INTS5;LBHD1;UQCC3,1,0.0,0.0,0
CSMD1,2223,0.0,5.0,5
CSMD1;LINC03021;LOC105377785;LOC123987607;LOC123987608;LOC123987609;LOC126860283;LOC126860284;LOC132089596,4,0.0,0.0,0
CSMD1;LINC03021;LOC105377785;LOC123987607;LOC123987608;LOC123987609;LOC126860284;LOC132089596,2,0.0,0.0,0
CSMD1;LOC105377785,2,0.0,0.0,0
CSMD1;LOC105377785;LOC123987608;LOC123987609;LOC126860284;LOC126860285;LOC126860286;LOC132089598,2,0.0,0.0,0
CSMD1;LOC105377785;LOC126860285;LOC126860286;LOC126860287;LOC132089598,2,0.0,0.0,0
CSMD1;LOC105377796;LOC107522030;LOC113788286;LOC123987610;LOC123987611;LOC126860288;LOC132089602,3,0.0,0.0,0
CSMD1;LOC107522030,4,0.0,0.0,0
CSMD1;LOC107522030;LOC123987610,3,0.0,0.0,0
CSMD1;LOC123987611;LOC132089602,2,0.0,0.0,0
CSMD1;LOC132089598,1,0.0,0.0,0
CSMD2,1069,0.0,0.0,0
CSMD2;HMGB4;ZSCAN20,2,0.0,0.0,0
CSMD3,1122,0.0,0.0,0
CSMD3;LOC126860474;MIR2053,6,0.0,0.0,0
CSMD3;LOC126860475;LOC130000979,2,0.0,0.0,0
CSN1S1,40,2.0,1.0,3
CSN1S1;CSN2;HTN1;HTN3;STATH;SULT1B1;SULT1E1;UGT2A1;UGT2A2,2,0.0,0.0,0
CSN1S1;PRR27;SULT1B1;ODAM;CSN2;SULT1E1;STATH;HTN3;HTN1,1,0.0,0.0,0
CSN1S1;STATH;CSN2;SULT1E1;SULT1B1,1,0.0,0.0,0
CSN2,90,9.0,1.0,10
CSN3,62,2.0,1.0,3
CSNK1A1,40,39.0,16.0,55
CSNK1A1L,110,0.0,0.0,0
CSNK1D,114,32.0,22.0,54
CSNK1E,110,32.0,4.0,36
CSNK1G1,142,0.0,10.0,10
CSNK1G1;PCLAF;TRIP4,1,0.0,0.0,0
CSNK1G2,112,8.0,14.0,22
CSNK1G2-AS1,8,0.0,0.0,0
CSNK1G3,105,0.0,5.0,5
CSNK1G3;ZNF608,1,0.0,0.0,0
CSNK2A1,538,68.0,20.0,88
CSNK2A1;RBCK1;SCRT2;SLC52A3;SRXN1;TBC1D20;TCF15,2,0.0,0.0,0
CSNK2A1;RBCK1;TBC1D20,3,0.0,0.0,0
CSNK2A1;RBCK1;TBC1D20;TCF15,1,0.0,0.0,0
CSNK2A1;RBCK1;TBC1D20;TRIB3,3,0.0,0.0,0
CSNK2A2,118,67.0,2.0,69
CSNK2A2IP,4,0.0,0.0,0
CSNK2B,389,70.0,0.0,70
CSPG4,882,22.0,5.0,27
CSPG4;IMP3;MAN2C1;ODF3L1;PTPN9;SIN3A;SNUPN;SNX33,1,0.0,0.0,0
CSPG4;ODF3L1,1,0.0,0.0,0
CSPG5,184,18.0,0.0,18
CSPG5;DHX30;ELP6;PTPN23;SCAP;SMARCC1,1,0.0,0.0,0
CSPP1,2634,0.0,0.0,0
CSRNP1,214,0.0,0.0,0
CSRNP2,162,0.0,0.0,0
CSRNP3,158,0.0,0.0,0
CSRNP3;GALNT3,1,0.0,0.0,0
CSRNP3;GALNT3;SCN1A;SCN2A;SCN3A;SCN7A;SCN9A;TTC21B;XIRP2,1,0.0,0.0,0
CSRNP3;GALNT3;SCN1A;SCN2A;SCN3A;SCN9A;TTC21B,1,0.0,0.0,0
CSRNP3;GALNT3;SCN1A;SCN2A;TTC21B,1,0.0,0.0,0
CSRNP3;GALNT3;SCN1A;SCN7A;SCN9A;TTC21B;XIRP2,1,0.0,0.0,0
CSRNP3;GALNT3;SCN1A;TTC21B,2,0.0,0.0,0
CSRNP3;GALNT3;SCN2A,1,0.0,0.0,0
CSRNP3;GALNT3;SCN2A;SCN3A,2,0.0,0.0,0
CSRNP3;GALNT3;SCN2A;SCN3A;SLC38A11,1,0.0,0.0,0
CSRNP3;GALNT3;TTC21B,1,0.0,0.0,0
CSRP1,98,3.0,1.0,4
CSRP2,48,0.0,4.0,4
CSRP2;ZDHHC17,1,0.0,0.0,0
CSRP3,1010,0.0,0.0,0
CSRP3;E2F8;MRGPRX1;MRGPRX2;NAV2;ZDHHC13,1,0.0,0.0,0
CST1,92,0.0,1.0,1
CST11,48,0.0,0.0,0
CST1;CST2;LOC130065549,2,0.0,0.0,0
CST2,105,0.0,1.0,1
CST2;LOC130065549,2,0.0,0.0,0
CST3,147,8.0,3.0,11
CST4,79,0.0,1.0,1
CST5,64,0.0,0.0,0
CST6,60,0.0,0.0,0
CST7,42,0.0,0.0,0
CST7;APMAP,1,0.0,0.0,0
CST8,66,0.0,0.0,0
CST9,68,0.0,0.0,0
CST9L,46,0.0,0.0,0
CSTA,62,3.0,0.0,3
CSTB,364,3.0,3.0,6
CSTB;HSF2BP;PDXK;RRP1;RRP1B,3,0.0,0.0,0
CSTF1,68,14.0,2.0,16
CSTF2,228,16.0,0.0,16
CSTF2;NOX1;SRPX2;SYTL4,1,0.0,0.0,0
CSTF2T,180,14.0,0.0,14
CSTF2T;DKK1;MBL2;MTRNR2L5;PCDH15;PRKG1,1,0.0,0.0,0
CSTF2T;PRKG1,3,0.0,0.0,0
CSTF3,76,14.0,19.0,33
CSTF3;DEPDC7;HIPK3;KIAA1549L;LINC00294;QSER1;TCP11L1,1,0.0,0.0,0
CSTF3;DEPDC7;HIPK3;LINC00294;TCP11L1,2,0.0,0.0,0
CSTF3;DEPDC7;LINC00294;TCP11L1,1,0.0,0.0,0
CSTF3-DT,4,0.0,0.0,0
CSTF3;KIAA1549L;DEPDC7;QSER1;TCP11L1;LINC00294;HIPK3,1,0.0,0.0,0
CSTL1,60,0.0,0.0,0
CSTL1;CST8;CST9L;CST11,1,0.0,0.0,0
CSTPP1,58,0.0,0.0,0
CT45A1,8,0.0,0.0,0
CT45A10;CT45A9,2,0.0,0.0,0
CT45A1;CT45A2;CT45A3,1,0.0,0.0,0
CT45A1;CT55;INTS6L;ZNF449;ZNF75D,1,0.0,0.0,0
CT45A1;LOC126863324;LOC130068742;LOC130068743,4,0.0,0.0,0
CT45A3,22,0.0,0.0,0
CT45A5,12,0.0,0.0,0
CT45A6,4,0.0,0.0,0
CT45A9,4,0.0,0.0,0
CT47A1,2,0.0,0.0,0
CT47A6,8,0.0,0.0,0
CT47B1,222,0.0,0.0,0
CT55,28,0.0,0.0,0
CT55;INTS6L;ZNF449;ZNF75D,2,0.0,0.0,0
CT62;THSD4,6,0.0,0.0,0
CT83,22,0.0,0.0,0
CTAG1A;CTAG1B;CTAG2;DKC1;F8;GAB3;IKBKG;MPP1;SMIM9,1,0.0,0.0,0
CTAG1A;CTAG1B;FAM3A;G6PD;IKBKG,1,0.0,0.0,0
CTAG1A;CTAG1B;FAM3A;G6PD;IKBKG;SLC10A3;UBL4A,1,0.0,0.0,0
CTAG1A;FAM3A;G6PD;IKBKG;SLC10A3;UBL4A,1,0.0,0.0,0
CTAG2,100,0.0,1.0,1
CTAG2;DKC1;F8;GAB3;MPP1;SMIM9,1,0.0,0.0,0
CTAGE1,304,0.0,0.0,0
CTAGE15,98,0.0,0.0,0
CTAGE15;CTAGE6;LOC129389907;LOC129999519;LOC129999520;LOC129999521;TCAF2,2,0.0,0.0,0
CTAGE4,144,0.0,0.0,0
CTAGE6,152,0.0,0.0,0
CTAGE9,236,0.0,0.0,0
CTBP1,739,24.0,2.0,26
CTBP1-DT,8,0.0,0.0,0
CTBP2,142,20.0,6.0,26
CTBS,144,0.0,7.0,7
CTBS;DNASE2B;GNG5;PRKACB;RPF1;SAMD13;SPATA1,1,0.0,0.0,0
CTBS;GNG5;SPATA1;RPF1,1,0.0,0.0,0
CTC1,3394,0.0,0.0,0
CTC-338M12.4;LOC129995513;LOC129995514;LOC129995515;LOC129995516;TRIM52;TRIM52-AS1,2,0.0,0.0,0
CTCF,775,7.0,0.0,7
CTCFL,238,0.0,0.0,0
CTD-2350J17.1;FBXL7,2,0.0,0.0,0
CTD-2350J17.1;FBXL7;LINC02149;LOC126807326,2,0.0,0.0,0
CTD-2350J17.1;FBXL7;LOC126807326,2,0.0,0.0,0
CTDNEP1,70,6.0,0.0,6
CTDP1,1428,0.0,0.0,0
CTDP1;HSBP1L1;KCNG2;NFATC1;RBFA;SLC66A2;TXNL4A,1,0.0,0.0,0
CTDP1;KCNG2;LOC121852970;LOC126862833;LOC130062785;LOC130062786,2,0.0,0.0,0
CTDP1;KCNG2;SLC66A2,2,0.0,0.0,0
CTDSP1,100,0.0,19.0,19
CTDSP1;CATIP;MIR26B;VIL1;TMBIM1;PNKD;USP37;SLC11A1,1,0.0,0.0,0
CTDSP2,80,5.0,0.0,5
CTDSPL,68,0.0,0.0,0
CTDSPL2,146,0.0,0.0,0
CTDSPL2;EIF3J,1,0.0,0.0,0
CTDSPL2;EIF3J;FRMD5;GOLM2,1,0.0,0.0,0
CTDSPL2;EIF3J;GOLM2;SPG11,1,0.0,0.0,0
CTF1,466,5.0,7.0,12
CTH,220,7.0,4.0,11
CTH;PTGER3,2,0.0,0.0,0
CTHRC1,96,0.0,0.0,0
CTHRC1;DCAF13;RIMS2;SLC25A32,1,0.0,0.0,0
CTIF,238,0.0,0.0,0
CTIF;DYM;HDHD2;IER3IP1;KATNAL2;SKOR2;SMAD2;SMAD7;ZBTB7C,1,0.0,0.0,0
CTIF;DYM;SMAD7,4,0.0,0.0,0
CTLA4,606,10.0,30.0,40
CTLA4;ICOS,2,0.0,0.0,0
CTLA4;ICOS;NBEAL1;PARD3B;RAPH1;ABI2;CD28;CYP20A1,1,0.0,0.0,0
CTNNA1,7150,27.0,13.0,40
CTNNA1;LRRTM2;MATR3;SIL1;SNHG4,1,0.0,0.0,0
CTNNA1;SIL1,3,0.0,0.0,0
CTNNA2,335,2.0,14.0,16
CTNNA2;CTNNA2-AS1;LOC105374820;LOC132088855;MIR4264;REG1A;REG1B;REG3A;REG3G,1,0.0,0.0,0
CTNNA2;CTNNA2-AS1;LOC132088855;MIR4264;MIR8080;REG1A;REG3A,3,0.0,0.0,0
CTNNA2;LOC129388879;LOC129934173;LOC129934174;LOC129934175;LOC129934176;LRRTM1;MIR8080,2,0.0,0.0,0
CTNNA2;LOC129388879;LOC129934173;LOC129934174;LRRTM1,2,0.0,0.0,0
CTNNA2;LRRTM1,5,0.0,0.0,0
CTNNA2;LRRTM1;LRRTM4;REG1A;REG1B;REG3A;REG3G,3,0.0,0.0,0
CTNNA2;LRRTM1;REG1A;REG1B;REG3A;REG3G,1,0.0,0.0,0
CTNNA3,2529,0.0,1.0,1
CTNNA3;LOC101928961;LOC132089822,2,0.0,0.0,0
CTNNA3;LOC101928961;LRRTM3,2,0.0,0.0,0
CTNNA3;LOC126860948;LOC132089817;LOC132089818;LOC132089819;LOC132089820;LOC132089821,2,0.0,0.0,0
CTNNA3;LOC126860948;LOC132089819,4,0.0,0.0,0
CTNNA3;LOC126860948;LOC132089820;LOC132089821,3,0.0,0.0,0
CTNNA3;LOC132089817;LOC132089818,2,0.0,0.0,0
CTNNA3;LOC132089819,6,0.0,0.0,0
CTNNA3;LOC132089820;LOC132089821,10,0.0,0.0,0
CTNNA3;LOC132089821,2,0.0,0.0,0
CTNNA3;LOC132089825;LOC132089826;LOC132089827;LOC132090816;MIR7151,2,0.0,0.0,0
CTNNA3;LRRTM3,7,0.0,0.0,0
CTNNAL1,206,0.0,0.0,0
CTNNB1,1940,101.0,66.0,167
CTNNB1;LOC126806658,2,0.0,0.0,0
CTNNB1;LOC126806659,6,0.0,0.0,0
CTNNB1;ULK4,1,0.0,0.0,0
CTNNBIP1,30,0.0,0.0,0
CTNNBL1,188,0.0,1.0,1
CTNND1,540,26.0,11.0,37
CTNND2,768,0.0,2.0,2
CTNND2;ANKRD33B;DAP,1,0.0,0.0,0
CTNND2;DAP,2,0.0,0.0,0
CTNND2;LOC129993685;LOC132089161,2,0.0,0.0,0
CTNS,1847,4.0,11.0,15
CTNS-AS1;CTNS,2,0.0,0.0,0
CTNS;CTNS-AS1,6,0.0,0.0,0
CTNS;CTNS-AS1;LOC126862464;LOC130059979;LOC130059980;LOC130059981;SHPK,2,0.0,0.0,0
CTNS;CTNS-AS1;LOC126862464;LOC130059979;LOC130059980;LOC130059981;SHPK;TRPV1,1,0.0,0.0,0
CTNS;CTNS-AS1;LOC130059981,6,0.0,0.0,0
CTNS;EMC6;HASPIN;ITGAE;NCBP3;P2RX5;TAX1BP3,1,0.0,0.0,0
CTNS;EMC6;HASPIN;ITGAE;P2RX5;SHPK;TAX1BP3;TRPV1;TRPV3,1,0.0,0.0,0
CTNS;SHPK,3,0.0,0.0,0
CTNS;SHPK;TAX1BP3,1,0.0,0.0,0
CTNS;SHPK;TRPV1,35,0.0,0.0,0
CTNS;TRPV1,2,0.0,0.0,0
CTPS1,699,3.0,19.0,22
CTPS2,375,0.0,0.0,0
CTPS2;GRPR;MAGEB17;S100G,1,0.0,0.0,0
CTPS2;LOC130067989;LOC130067990;LOC130067991;MIR548AM;S100G;SYAP1,2,0.0,0.0,0
CTPS2;RBBP7;S100G;SYAP1;TXLNG,1,0.0,0.0,0
CTPS2;S100G;SYAP1,2,0.0,0.0,0
CTR9,1576,0.0,0.0,0
CTRB1,134,8.0,21.0,29
CTRB1;CTRB2;ZFP1,1,0.0,0.0,0
CTRB2,92,0.0,0.0,0
CTRC,1510,4.0,0.0,4
CTRC;EFHD2;FHAD1;KAZN;TMEM51,1,0.0,0.0,0
CTRL,116,4.0,0.0,4
CTSA,1248,0.0,0.0,0
CTSB,394,23.0,4.0,27
CTSB;DEFB134;DEFB135;DEFB136;FDFT1,3,0.0,0.0,0
CTSB;FDFT1;NEIL2,1,0.0,0.0,0
CTSC,1152,14.0,6.0,20
CTSD,1627,18.0,1.0,19
CTSE,187,3.0,0.0,3
CTSF,642,0.0,2.0,2
CTSG,74,25.0,8.0,33
CTSH,148,7.0,3.0,10
CTSK,919,15.0,9.0,24
CTSK;HORMAD1;CTSS,1,0.0,0.0,0
CTSK;SETDB1;CERS2;GOLPH3L;HORMAD1;CTSS;ARNT,1,0.0,0.0,0
CTSL,120,44.0,4.0,48
CTSL;DAPK1,1,0.0,0.0,0
CTSL;DAPK1;SPATA31C1;SPATA31E1,1,0.0,0.0,0
CTSO,112,3.0,7.0,10
CTSS,56,25.0,5.0,30
CTSV,110,19.0,13.0,32
CTSW,156,4.0,2.0,6
CTSZ,120,16.0,0.0,16
CTTN,266,8.0,2.0,10
CTTNBP2,363,0.0,0.0,0
CTTNBP2;ANKRD7;LSM8,1,0.0,0.0,0
CTTNBP2NL,190,0.0,0.0,0
CTTNBP2NL;WNT2B,1,0.0,0.0,0
CTTN-DT;PPFIA1,2,0.0,0.0,0
CTTN;PPFIA1;SHANK2,1,0.0,0.0,0
CTU1,146,0.0,0.0,0
CTU2,796,3.0,0.0,3
CTU2;CYBA;IL17C;MVD;PIEZO1;RNF166;SNAI3;ZC3H18,3,0.0,0.0,0
CTU2;PIEZO1,12,0.0,0.0,0
CTXN1,23,0.0,0.0,0
CTXN2,20,0.0,0.0,0
CTXN2;DUT;FBN1;MYEF2;SLC12A1;SLC24A5,1,0.0,0.0,0
CTXN2;MYEF2;SLC12A1;SLC24A5,2,0.0,0.0,0
CTXN3,18,0.0,0.0,0
CTXN3;PRRC1,1,0.0,0.0,0
CTXND1,2,0.0,0.0,0
CUBN,5175,0.0,1.0,1
CUBN;LOC111501766;LOC121366045;LOC126860870;LOC129390142;LOC129390143,2,0.0,0.0,0
CUBN;RSU1,2,0.0,0.0,0
CUEDC1,12,0.0,0.0,0
CUEDC1;MRPS23;SRSF1;VEZF1,1,0.0,0.0,0
CUEDC2,108,0.0,0.0,0
CUL1,96,0.0,0.0,0
CUL2,216,0.0,0.0,0
CUL2;CREM,1,0.0,0.0,0
CUL3,1350,0.0,0.0,0
CUL3;DOCK10;FAM124B;NYAP2,3,0.0,0.0,0
CUL3;DOCK10;NYAP2,1,0.0,0.0,0
CUL4A,196,0.0,4.0,4
CUL4A;F10;F7;MCF2L;PCID2;PROZ,1,0.0,0.0,0
CUL4A;LAMP1,1,0.0,0.0,0
CUL4B,1189,0.0,0.0,0
CUL4B;LAMP2,1,0.0,0.0,0
CUL4B;LOC113845788,2,0.0,0.0,0
CUL5,114,0.0,0.0,0
CUL5;ELMOD1;RAB39A;SLC35F2;SLN,1,0.0,0.0,0
CUL5;RAB39A,2,0.0,0.0,0
CUL7,2088,0.0,0.0,0
CUL7;LOC129996487,2,0.0,0.0,0
CUL9,922,3.0,0.0,3
CUTA,89,0.0,0.0,0
CUTA;PHF1;SYNGAP1,2,0.0,0.0,0
CUTC,110,0.0,0.0,0
CUX1,1249,10.0,4.0,14
CUX2,948,0.0,1.0,1
CUZD1,169,0.0,0.0,0
CUZD1;C10orf120,1,0.0,0.0,0
CUZD1;FAM24B,1,0.0,0.0,0
CUZD1;FAM24B-CUZD1;LOC126861069,2,0.0,0.0,0
CWC15,34,0.0,0.0,0
CWC15;ENDOD1;KDM4D;KDM4E;SESN3;SRSF8,1,0.0,0.0,0
CWC22,300,0.0,0.0,0
CWC22;MIR1258;ZNF385B,2,0.0,0.0,0
CWC25,166,0.0,0.0,0
CWC27,860,9.0,0.0,9
CWC27;LOC121725205;LOC123493324;LOC129993965;LOC129993966;SHISAL2B;SREK1IP1,2,0.0,0.0,0
CWC27;SREK1IP1,2,0.0,0.0,0
CWF19L1,320,0.0,0.0,0
CWF19L2,341,4.0,0.0,4
CWH43,206,0.0,0.0,0
CWH43;FRYL;OCIAD1;OCIAD2,1,0.0,0.0,0
CWH43;FRYL;OCIAD1;OCIAD2;SLC10A4;ZAR1,1,0.0,0.0,0
CWH43;LOC129992576;LOC129992577;LOC129992578;OCIAD1;OCIAD1-AS1;OCIAD2,2,0.0,0.0,0
CWH43;OCIAD1;OCIAD2,1,0.0,0.0,0
CX3CL1,182,0.0,3.0,3
CX3CR1,110,14.0,2.0,16
CXADR,157,5.0,7.0,12
CXCL1,56,14.0,4.0,18
CXCL10,46,12.0,16.0,28
CXCL11,42,0.0,0.0,0
CXCL12,112,0.0,8.0,8
CXCL13,28,8.0,1.0,9
CXCL14,54,0.0,0.0,0
CXCL14;DCANP1;IL9;LECT2;MACROH2A1;NEUROG1;SLC25A48;TIFAB,1,0.0,0.0,0
CXCL16,78,0.0,0.0,0
CXCL16;ZMYND15,1,0.0,0.0,0
CXCL17,32,0.0,0.0,0
CXCL2,42,12.0,12.0,24
CXCL2;CXCL3;CXCL5;PF4;PPBP,1,0.0,0.0,0
CXCL3,36,8.0,0.0,8
CXCL5,54,0.0,0.0,0
CXCL6,46,0.0,0.0,0
CXCL8,28,20.0,81.0,101
CXCL9,48,0.0,0.0,0
CXCR1,164,11.0,6.0,17
CXCR2,490,11.0,17.0,28
CXCR3,86,11.0,6.0,17
CXCR4,481,0.0,24.0,24
CXCR4;DARS1;LCT;MCM6;R3HDM1;UBXN4,1,0.0,0.0,0
CXCR5,106,0.0,21.0,21
CXCR6,70,8.0,0.0,8
CXorf30;CFAP47;CXorf22,1,0.0,0.0,0
CXorf38,154,0.0,0.0,0
CXorf49C,4,0.0,0.0,0
CXorf49C;LOC126863278,4,0.0,0.0,0
CXorf51A;CXorf51B,1,0.0,0.0,0
CXorf51A;CXorf51B;MIR506;MIR508;MIR509-1;MIR509-3;SLITRK2,1,0.0,0.0,0
CXorf51A;CXorf51B;SLITRK2;SLITRK4;SPANXN1;SPANXN2;SPANXN3;UBE2NL,1,0.0,0.0,0
CXorf58,104,0.0,0.0,0
CXorf65,30,0.0,0.0,0
CXorf65;IL2RG,3,0.0,0.0,0
CXorf66,38,0.0,0.0,0
CXorf66;ATP11C;MCF2,1,0.0,0.0,0
CXXC1,206,9.0,0.0,9
CXXC4,54,0.0,0.0,0
CXXC5,96,0.0,0.0,0
CXXC5;MN1,2,0.0,0.0,0
CYB561,92,0.0,4.0,4
