gene_symbol,mutation_count,pathway_count,drug_count,degree
subset of 21 genes: ARX,2,0.0,0.0,0
subset of 21 genes: ASTN2,1,0.0,0.0,0
subset of 21 genes: ASXL3:CELF4,1,0.0,0.0,0
subset of 21 genes: ATP7A:ATRX:BRWD3:MAGT1:PGK1:TBX22,1,0.0,0.0,0
subset of 21 genes: AVPR2:FLNA:GDI1:L1CAM:MECP2:NAA10,1,0.0,0.0,0
subset of 21 genes: BMPR1A:PTEN,1,0.0,0.0,0
subset of 21 genes: CAMTA1,4,0.0,0.0,0
subset of 21 genes: CAMTA1:CHD5,1,0.0,0.0,0
subset of 21 genes: CASK:MAOA:NDP,2,0.0,0.0,0
subset of 21 genes: CDKN1B:ETV6:GRIN2B,1,0.0,0.0,0
subset of 21 genes: CHAMP1,2,0.0,0.0,0
subset of 21 genes: CHM:ZNF711,2,0.0,0.0,0
subset of 21 genes: COL3A1,2,0.0,0.0,0
subset of 21 genes: CRKL,2,0.0,0.0,0
subset of 21 genes: CSMD1,9,0.0,0.0,0
subset of 21 genes: CSNK2A1,3,0.0,0.0,0
subset of 21 genes: CTNND2,1,0.0,0.0,0
subset of 21 genes: CTNND2:TRIO,1,0.0,0.0,0
subset of 21 genes: DCHS1,1,0.0,0.0,0
subset of 21 genes: DIP2A,2,0.0,0.0,0
subset of 21 genes: DIS3L2:GIGYF2,1,0.0,0.0,0
subset of 21 genes: DKC1:F8:GDI1:IKBKG,1,0.0,0.0,0
subset of 21 genes: DNMT3A,1,0.0,0.0,0
subset of 21 genes: EBP:FTSJ1:PORCN:PQBP1:SLC35A2:WAS,1,0.0,0.0,0
subset of 21 genes: EDNRB,2,0.0,0.0,0
subset of 21 genes: EYA4,1,0.0,0.0,0
subset of 21 genes: F8:RAB39B,8,0.0,0.0,0
subset of 21 genes: FH,1,0.0,0.0,0
subset of 21 genes: FOXC1,6,0.0,0.0,0
subset of 21 genes: FOXC2:FOXF1,2,0.0,0.0,0
subset of 21 genes: FOXG1,1,0.0,0.0,0
subset of 21 genes: FOXL2,2,0.0,0.0,0
subset of 21 genes: FOXP1:MITF,2,0.0,0.0,0
subset of 21 genes: HDAC4,2,0.0,0.0,0
subset of 21 genes: HDAC8,2,0.0,0.0,0
subset of 21 genes: HOXD13,1,0.0,0.0,0
subset of 21 genes: IDS,4,0.0,0.0,0
subset of 21 genes: IGF1R,11,0.0,0.0,0
subset of 21 genes: ITPR1,1,0.0,0.0,0
subset of 21 genes: KANSL1,4,0.0,0.0,0
subset of 21 genes: KATNAL2:SETBP1,1,0.0,0.0,0
subset of 21 genes: KCNH2,1,0.0,0.0,0
subset of 21 genes: KCNQ2,2,0.0,0.0,0
subset of 21 genes: KMT2C,1,0.0,0.0,0
subset of 21 genes: LEO1,1,0.0,0.0,0
subset of 21 genes: LHX4,1,0.0,0.0,0
subset of 21 genes: MYT1L:RPS7:SOX11,1,0.0,0.0,0
subset of 21 genes: MYT1L:SOX11,2,0.0,0.0,0
subset of 21 genes: NBEA,1,0.0,0.0,0
subset of 21 genes: NIPBL,2,0.0,0.0,0
subset of 21 genes: NPRL3,1,0.0,0.0,0
subset of 21 genes: NXF5,1,0.0,0.0,0
subset of 21 genes: PAK2,20,0.0,0.0,0
subset of 21 genes: PAX9,3,0.0,0.0,0
subset of 21 genes: POU4F3:SPINK1,1,0.0,0.0,0
subset of 21 genes: PRRT2,1,0.0,0.0,0
subset of 21 genes: RAD21,2,0.0,0.0,0
subset of 21 genes: RAD50,1,0.0,0.0,0
subset of 21 genes: RAD51C,1,0.0,0.0,0
subset of 21 genes: RB1,1,0.0,0.0,0
subset of 21 genes: RB1CC1,1,0.0,0.0,0
subset of 21 genes: RPS17,1,0.0,0.0,0
subset of 21 genes: RPS6KA3,2,0.0,0.0,0
subset of 21 genes: SETD5,2,0.0,0.0,0
subset of 21 genes: SH2D1A:STAG2:XIAP,2,0.0,0.0,0
subset of 21 genes: SHOX,1,0.0,0.0,0
subset of 21 genes: SLC17A8,1,0.0,0.0,0
subset of 21 genes: SMAD3,2,0.0,0.0,0
subset of 21 genes: SPAST,2,0.0,0.0,0
subset of 21 genes: TCF12,1,0.0,0.0,0
subset of 21 genes: TCF20,1,0.0,0.0,0
subset of 21 genes: TGIF1,5,0.0,0.0,0
subset of 21 genes: TMEM127,5,0.0,0.0,0
subset of 21 genes: TWIST1,2,0.0,0.0,0
subset of 21 genes: ZFHX4,2,0.0,0.0,0
subset of 21 genes: ZFPM2,1,0.0,0.0,0
subset of 220 genes: CUL3:DIS3L2:GIGYF2:HDAC4:PAX3:TRIP12,1,0.0,0.0,0
subset of 220 genes: GATA4,2,0.0,0.0,0
subset of 220 genes: MAGEL2:SNURF:UBE3A,2,0.0,0.0,0
subset of 220 genes: NAA15:NAF1:NR3C2,1,0.0,0.0,0
subset of 221 genes: ABCD1:AFF2:AVPR2:BCAP31:CCNQ:CD40LG:DKC1:F8:F9:FLNA:FMR1:FRMD7:GDI1:GPC3:HPRT1:IDS:IKBKG:L1CAM:MECP2:MTM1:NAA10:NSDHL:OCRL:PHF6:RAB39B:SH2D1A:SLC6A8:SLC9A6:SOX3:STAG2:TMLHE:XIAP:ZDHHC9:ZIC3,1,0.0,0.0,0
subset of 221 genes: ACTC1:MEIS2:SPRED1,2,0.0,0.0,0
subset of 221 genes: ANKRD11,1,0.0,0.0,0
subset of 221 genes: APP,1,0.0,0.0,0
subset of 221 genes: CACNA1C,2,0.0,0.0,0
subset of 221 genes: DMRT1,2,0.0,0.0,0
subset of 221 genes: MAGEL2:SNURF:UBE3A,2,0.0,0.0,0
subset of 221 genes: PAFAH1B1,2,0.0,0.0,0
subset of 221 genes: RPS26,2,0.0,0.0,0
subset of 2220 genes: CNTNAP2:DPP6:FLNC:FOXP2:KCNH2:KMT2C:KMT2E:MNX1:POT1:SHH:TRRAP:UBN2,2,0.0,0.0,0
subset of 222 genes: ABCD1:AFF2:AVPR2:BCAP31:CCNQ:CD40LG:DKC1:F8:F9:FLNA:FMR1:FRMD7:GDI1:GPC3:HPRT1:IDS:IKBKG:L1CAM:MECP2:MTM1:NAA10:NSDHL:OCRL:PHF6:RAB39B:SH2D1A:SLC6A8:SLC9A6:SOX3:STAG2:TMLHE:XIAP:ZDHHC9:ZIC3,1,0.0,0.0,0
subset of 222 genes: APP:DIP2A:DSCAM:DYRK1A:ITSN1:RUNX1:SON,1,0.0,0.0,0
subset of 222 genes: ELN,2,0.0,0.0,0
subset of 222 genes: FGF12:SOX2:TBL1XR1:TP63,1,0.0,0.0,0
subset of 222 genes: FLCN:RAI1,2,0.0,0.0,0
subset of 222 genes: PAX5:TPM2,2,0.0,0.0,0
subset of 223 genes: ABCD1:AFF2:AVPR2:BCAP31:CCNQ:CD40LG:DKC1:F8:F9:FLNA:FMR1:FRMD7:GDI1:GPC3:GRIA3:HPRT1:IDS:IKBKG:L1CAM:MECP2:MTM1:NAA10:NSDHL:OCRL:PHF6:RAB39B:SH2D1A:SLC6A8:SLC9A6:SOX3:STAG2:TMLHE:XIAP:ZDHHC9:ZIC3,3,0.0,0.0,0
subset of 223 genes: ATR:FOXL2,2,0.0,0.0,0
subset of 223 genes: CREBBP:GRIN2A:NPRL3:PKD1:RBFOX1:SRRM2:TSC2:USP7,1,0.0,0.0,0
subset of 223 genes: IGF1R,2,0.0,0.0,0
subset of 223 genes: MSX1:NSD2,2,0.0,0.0,0
subset of 223 genes: PPP2R5D:VEGFA,2,0.0,0.0,0
subset of 223 genes: SHANK3,4,0.0,0.0,0
subset of 223 genes: SYNCRIP:ZNF292,2,0.0,0.0,0
subset of 224 genes: BPTF:PRKAR1A:SOX9,1,0.0,0.0,0
subset of 224 genes: CAMK2A:DDX41:FBXW11:GABRA1:GABRG2:MSX2:NKX2-5:NSD1:TCOF1,1,0.0,0.0,0
subset of 224 genes: CDKN1C:DCHS1:KCNQ1:KCNQ1OT1,1,0.0,0.0,0
subset of 224 genes: CHD7:YTHDF3,2,0.0,0.0,0
subset of 224 genes: SMARCB1,2,0.0,0.0,0
subset of 224 genes: STK11,1,0.0,0.0,0
subset of 225 genes: EP300:MYH9:SHANK3:SOX10:TCF20:TNRC6B,1,0.0,0.0,0
subset of 225 genes: MAP2K2,2,0.0,0.0,0
subset of 225 genes: SMARCB1,4,0.0,0.0,0
subset of 226 genes: ACSL4:BTK:CHRDL1:COL4A5:DCX:GLA:NXF5:PAK3:PLP1:PRPS1:TIMM8A,2,0.0,0.0,0
subset of 226 genes: CACNA1C,2,0.0,0.0,0
subset of 226 genes: CTNNA1:PURA,2,0.0,0.0,0
subset of 226 genes: DMRT1,1,0.0,0.0,0
subset of 226 genes: DSCAM:DYRK1A,2,0.0,0.0,0
subset of 227 genes: ALX4:EXT2:PHF21A,2,0.0,0.0,0
subset of 227 genes: BARD1:CUL3:DIS3L2:GIGYF2:HDAC4:PAX3:TRIP12,1,0.0,0.0,0
subset of 227 genes: CAMTA1:CHD5,2,0.0,0.0,0
subset of 227 genes: CDKN2A:DMRT1:ELAVL2:MTAP:NFIB:PAX5,1,0.0,0.0,0
subset of 227 genes: CSMD1:FGFR1:GATA4,1,0.0,0.0,0
subset of 227 genes: DMRT1,1,0.0,0.0,0
subset of 227 genes: DPP6:KMT2C:MNX1:SHH,2,0.0,0.0,0
subset of 227 genes: NPRL3,2,0.0,0.0,0
subset of 227 genes: PAX9,2,0.0,0.0,0
subset of 227 genes: SDHAF2,1,0.0,0.0,0
subset of 227 genes: TERT,1,0.0,0.0,0
subset of 228 genes: AXIN2:BPTF:PRKAR1A:SOX9,1,0.0,0.0,0
subset of 228 genes: DMRT1,1,0.0,0.0,0
subset of 228 genes: DPP6:KMT2C:MNX1:SHH,2,0.0,0.0,0
subset of 228 genes: FGF12:TP63,2,0.0,0.0,0
subset of 228 genes: FLCN:RAI1,2,0.0,0.0,0
subset of 228 genes: GRIN2A:PALB2:PRRT2:RBFOX1:SH2B1:USP7,1,0.0,0.0,0
subset of 228 genes: HOXD13:TTN,2,0.0,0.0,0
subset of 228 genes: MSX1:NSD2:PHOX2B,5,0.0,0.0,0
subset of 228 genes: PAFAH1B1,2,0.0,0.0,0
subset of 228 genes: SHANK3,1,0.0,0.0,0
subset of 229 genes: ABCB4:SEMA3A:SGCE,2,0.0,0.0,0
subset of 229 genes: AKT3:HNRNPU:ZBTB18,2,0.0,0.0,0
subset of 229 genes: CAMTA1:CASZ1:CHD5:GNB1:SDHB:SPEN,1,0.0,0.0,0
subset of 229 genes: DLL1:ERMARD,2,0.0,0.0,0
subset of 229 genes: EHMT1,1,0.0,0.0,0
subset of 229 genes: IGF1R,2,0.0,0.0,0
subset of 229 genes: SMARCB1,2,0.0,0.0,0
subset of 229 genes: TBX1,4,0.0,0.0,0
subset of 229 genes: TERT,2,0.0,0.0,0
subset of 22 genes: ABCD1:AVPR2:BCAP31:CCNQ:L1CAM:SLC6A8,1,0.0,0.0,0
subset of 22 genes: ABCD1:AVPR2:BCAP31:L1CAM:MECP2:NAA10:SLC6A8,1,0.0,0.0,0
subset of 22 genes: ABCD1:BCAP31:CCNQ:L1CAM:SLC6A8,1,0.0,0.0,0
subset of 22 genes: ALX4:EXT2,1,0.0,0.0,0
subset of 22 genes: ANKRD11,5,0.0,0.0,0
subset of 22 genes: APP,1,0.0,0.0,0
subset of 22 genes: ATP7A:ATRX:MAGT1:PGK1,2,0.0,0.0,0
subset of 22 genes: AUTS2,1,0.0,0.0,0
subset of 22 genes: AVPR2:FLNA:GDI1:L1CAM:MECP2:NAA10,1,0.0,0.0,0
subset of 22 genes: BRCA2,2,0.0,0.0,0
subset of 22 genes: BRPF1:VHL,3,0.0,0.0,0
subset of 22 genes: BTK:GLA:TIMM8A,2,0.0,0.0,0
subset of 22 genes: CASK:DDX3X:NYX,1,0.0,0.0,0
subset of 22 genes: CHD8:HNRNPC,1,0.0,0.0,0
subset of 22 genes: CNOT2,1,0.0,0.0,0
subset of 22 genes: CNTNAP2,2,0.0,0.0,0
subset of 22 genes: DLL1:ERMARD,2,0.0,0.0,0
subset of 22 genes: EFTUD2,1,0.0,0.0,0
subset of 22 genes: F8:RAB39B,4,0.0,0.0,0
subset of 22 genes: F9:SOX3,2,0.0,0.0,0
subset of 22 genes: FBN1,1,0.0,0.0,0
subset of 22 genes: FLCN:RAI1,1,0.0,0.0,0
subset of 22 genes: FOXC1,1,0.0,0.0,0
subset of 22 genes: FOXC2:FOXF1,1,0.0,0.0,0
subset of 22 genes: FOXP2,1,0.0,0.0,0
subset of 22 genes: GATA4,3,0.0,0.0,0
subset of 22 genes: GATAD2B,3,0.0,0.0,0
subset of 22 genes: GJA8,2,0.0,0.0,0
subset of 22 genes: GLI2,1,0.0,0.0,0
subset of 22 genes: GLI3,2,0.0,0.0,0
subset of 22 genes: GNB1,1,0.0,0.0,0
subset of 22 genes: GRIN2A:USP7,1,0.0,0.0,0
subset of 22 genes: HIVEP3,1,0.0,0.0,0
subset of 22 genes: HNF1B,5,0.0,0.0,0
subset of 22 genes: IGF1R,1,0.0,0.0,0
subset of 22 genes: ITPR1,1,0.0,0.0,0
subset of 22 genes: KCNQ2,2,0.0,0.0,0
subset of 22 genes: KIF11,2,0.0,0.0,0
subset of 22 genes: MAGEL2:SNURF:UBE3A,2,0.0,0.0,0
subset of 22 genes: NAA15,1,0.0,0.0,0
subset of 22 genes: NFIB,1,0.0,0.0,0
subset of 22 genes: NR4A2,2,0.0,0.0,0
subset of 22 genes: NSD2,1,0.0,0.0,0
subset of 22 genes: PAX6,2,0.0,0.0,0
subset of 22 genes: PAX9,1,0.0,0.0,0
subset of 22 genes: RAD21,1,0.0,0.0,0
subset of 22 genes: RB1CC1,1,0.0,0.0,0
subset of 22 genes: RET,2,0.0,0.0,0
subset of 22 genes: SH2B1,1,0.0,0.0,0
subset of 22 genes: SHANK3,1,0.0,0.0,0
subset of 22 genes: SHOX,1,0.0,0.0,0
subset of 22 genes: SLC2A1,1,0.0,0.0,0
subset of 22 genes: SYNCRIP:ZNF292,1,0.0,0.0,0
subset of 22 genes: TMEM127,11,0.0,0.0,0
subset of 22 genes: UBN2,1,0.0,0.0,0
subset of 22 genes: WAC,1,0.0,0.0,0
subset of 22 genes: YAP1,1,0.0,0.0,0
subset of 230 genes: ASH1L:FLG:GATAD2B:LMNA:POGZ:SF3B4,1,0.0,0.0,0
subset of 230 genes: CHD7,2,0.0,0.0,0
subset of 230 genes: COL5A1:EHMT1:ENG:LMX1B:NOTCH1:SET:STXBP1:TSC1,1,0.0,0.0,0
subset of 230 genes: EXT1:PUF60:RAD21:TRPS1:ZFPM2,1,0.0,0.0,0
subset of 230 genes: LMTK3:POLD1:PRR12:SHANK1,1,0.0,0.0,0
subset of 230 genes: MAGEL2:SNURF:UBE3A,1,0.0,0.0,0
subset of 230 genes: SHANK3,1,0.0,0.0,0
subset of 230 genes: TBX1,2,0.0,0.0,0
subset of 230 genes: TERT,2,0.0,0.0,0
subset of 230 genes: TFAP2B,2,0.0,0.0,0
subset of 231 genes: BRAF:CNTNAP2:FLNC:KCNH2:KMT2C:MNX1:SHH:UBN2,1,0.0,0.0,0
subset of 231 genes: CDK13:TBX20,2,0.0,0.0,0
subset of 231 genes: DLG4:KDM6B:TP53,2,0.0,0.0,0
subset of 231 genes: FOXC2:FOXF1,2,0.0,0.0,0
subset of 231 genes: MAGEL2:SNURF:UBE3A,1,0.0,0.0,0
subset of 231 genes: SMARCB1,2,0.0,0.0,0
subset of 231 genes: TBX1,4,0.0,0.0,0
subset of 232 genes: APC,2,0.0,0.0,0
subset of 232 genes: BRAF,2,0.0,0.0,0
subset of 232 genes: DMRT1,1,0.0,0.0,0
subset of 232 genes: EYA1:YTHDF3,2,0.0,0.0,0
subset of 232 genes: FLCN:PMP22:RAI1,1,0.0,0.0,0
subset of 232 genes: SHANK3,2,0.0,0.0,0
subset of 232 genes: TAB2,2,0.0,0.0,0
subset of 233 genes: AKT3:HNRNPU:ZBTB18,2,0.0,0.0,0
subset of 233 genes: CAMK2B:CDK13:GLI3,2,0.0,0.0,0
subset of 233 genes: IGF1R,2,0.0,0.0,0
subset of 233 genes: KCNQ2,2,0.0,0.0,0
subset of 233 genes: TRRAP,1,0.0,0.0,0
subset of 234 genes: DMRT1,4,0.0,0.0,0
subset of 234 genes: EDNRB,2,0.0,0.0,0
subset of 234 genes: GNB1,2,0.0,0.0,0
subset of 234 genes: TERT,3,0.0,0.0,0
subset of 235 genes: BAG3:EMX2:PAX2:RBM20:SMC3:SUFU:TCF7L2,1,0.0,0.0,0
subset of 235 genes: BMPR2:CASP10:COL3A1:HOXD13:NCKAP1:SATB2:SCN1A:SCN2A:TTN,1,0.0,0.0,0
subset of 235 genes: GATA4,2,0.0,0.0,0
subset of 235 genes: PALB2:SH2B1,2,0.0,0.0,0
subset of 235 genes: TGIF1,2,0.0,0.0,0
subset of 236 genes: ANK2:NAA15:PITX2:PKD2:WDFY3,1,0.0,0.0,0
subset of 236 genes: CSMD1:FGFR1:GATA4,1,0.0,0.0,0
subset of 236 genes: DMRT1,1,0.0,0.0,0
subset of 236 genes: FLNC,2,0.0,0.0,0
subset of 237 genes: CACNA1C:CDKN1B:CHD4:ETV6:GRIN2B:SOX5,1,0.0,0.0,0
subset of 237 genes: FOXP1:MITF,2,0.0,0.0,0
subset of 237 genes: GNB1,2,0.0,0.0,0
subset of 237 genes: HDAC4,2,0.0,0.0,0
subset of 237 genes: SHANK3,2,0.0,0.0,0
subset of 238 genes: AKT3:HNRNPU:ZBTB18,1,0.0,0.0,0
subset of 238 genes: CTNNA1,2,0.0,0.0,0
subset of 238 genes: DMRT1,9,0.0,0.0,0
subset of 238 genes: EBF3,2,0.0,0.0,0
subset of 238 genes: EXT1:PUF60:RAD21:TRPS1:ZFPM2,1,0.0,0.0,0
subset of 238 genes: TBX1,2,0.0,0.0,0
subset of 239 genes: FGF12:TP63,2,0.0,0.0,0
subset of 239 genes: PAX9,2,0.0,0.0,0
subset of 239 genes: SIN3A,2,0.0,0.0,0
subset of 239 genes: ZFPM2,2,0.0,0.0,0
subset of 23 genes: AAGAB:SMAD3:ZWILCH,1,0.0,0.0,0
subset of 23 genes: ABCD1:AVPR2:BCAP31:FLNA:L1CAM:MECP2:NAA10:SLC6A8,1,0.0,0.0,0
subset of 23 genes: ACTA2:FAS,2,0.0,0.0,0
subset of 23 genes: ANKRD11,4,0.0,0.0,0
subset of 23 genes: ANOS1:ARSL:NLGN4X:STS,1,0.0,0.0,0
subset of 23 genes: AP1S2:FANCB:PIGA,1,0.0,0.0,0
subset of 23 genes: APC,1,0.0,0.0,0
subset of 23 genes: BRPF1:SETD5,1,0.0,0.0,0
subset of 23 genes: CASZ1,1,0.0,0.0,0
subset of 23 genes: CDC73,2,0.0,0.0,0
subset of 23 genes: CDK13:GLI3,1,0.0,0.0,0
subset of 23 genes: CDKL5:NHS:PDHA1:RPS6KA3:RS1,1,0.0,0.0,0
subset of 23 genes: CHAMP1,1,0.0,0.0,0
subset of 23 genes: CHM:ZNF711,6,0.0,0.0,0
subset of 23 genes: DLL1:ERMARD,1,0.0,0.0,0
subset of 23 genes: DMRT1,1,0.0,0.0,0
subset of 23 genes: DSCAM:DYRK1A,1,0.0,0.0,0
subset of 23 genes: DSG2,2,0.0,0.0,0
subset of 23 genes: EHMT1,4,0.0,0.0,0
subset of 23 genes: ELN,1,0.0,0.0,0
subset of 23 genes: FGFR1,2,0.0,0.0,0
subset of 23 genes: FLCN:RAI1,1,0.0,0.0,0
subset of 23 genes: FOXC1,1,0.0,0.0,0
subset of 23 genes: FOXP2,2,0.0,0.0,0
subset of 23 genes: GLI2,2,0.0,0.0,0
subset of 23 genes: GPC3:HPRT1:PHF6,1,0.0,0.0,0
subset of 23 genes: GPHN,2,0.0,0.0,0
subset of 23 genes: GRIN2A,2,0.0,0.0,0
subset of 23 genes: HNF1B,3,0.0,0.0,0
subset of 23 genes: IGF1R,3,0.0,0.0,0
subset of 23 genes: JARID2,1,0.0,0.0,0
subset of 23 genes: MAGEL2:SNURF:UBE3A,9,0.0,0.0,0
subset of 23 genes: MBD5,2,0.0,0.0,0
subset of 23 genes: MEF2C,2,0.0,0.0,0
subset of 23 genes: MEG3,1,0.0,0.0,0
subset of 23 genes: MEN1,1,0.0,0.0,0
subset of 23 genes: MSH2,2,0.0,0.0,0
subset of 23 genes: MYBPC3,2,0.0,0.0,0
subset of 23 genes: NR3C2,1,0.0,0.0,0
subset of 23 genes: NSD2,3,0.0,0.0,0
subset of 23 genes: PMP22,2,0.0,0.0,0
subset of 23 genes: PRRT2,2,0.0,0.0,0
subset of 23 genes: PTCH1,2,0.0,0.0,0
subset of 23 genes: SATB2,1,0.0,0.0,0
subset of 23 genes: SCN1A:SCN2A:SLC4A10:TBR1,1,0.0,0.0,0
subset of 23 genes: SPAST,1,0.0,0.0,0
subset of 23 genes: STK11,2,0.0,0.0,0
subset of 23 genes: STS,4,0.0,0.0,0
subset of 23 genes: SYNCRIP:ZNF292,1,0.0,0.0,0
subset of 23 genes: TAF13,2,0.0,0.0,0
subset of 23 genes: TCF20,2,0.0,0.0,0
subset of 23 genes: TERT,1,0.0,0.0,0
subset of 23 genes: TGIF1,1,0.0,0.0,0
subset of 23 genes: TMEM127,6,0.0,0.0,0
subset of 23 genes: TRIO,2,0.0,0.0,0
subset of 23 genes: UBE3A,1,0.0,0.0,0
subset of 23 genes: USP7,4,0.0,0.0,0
subset of 23 genes: WDR26,1,0.0,0.0,0
subset of 23 genes: YAP1,1,0.0,0.0,0
subset of 240 genes: AKT3:HNRNPU:ZBTB18,2,0.0,0.0,0
subset of 240 genes: CDKN1B:ETV6:GRIN2B,2,0.0,0.0,0
subset of 240 genes: GNB1,2,0.0,0.0,0
subset of 240 genes: MBD5:NR4A2:ZEB2,2,0.0,0.0,0
subset of 240 genes: POLE,1,0.0,0.0,0
subset of 241 genes: GNB1,4,0.0,0.0,0
subset of 241 genes: MYT1L:RPS7:SOX11,1,0.0,0.0,0
subset of 241 genes: SET,2,0.0,0.0,0
subset of 242 genes: CHD7:EYA1:FGFR1:KAT6A:RB1CC1:YTHDF3:ZFHX4,1,0.0,0.0,0
subset of 242 genes: DLG4:KDM6B:MYH10:PAFAH1B1:TP53,1,0.0,0.0,0
subset of 242 genes: FLCN:RAI1,2,0.0,0.0,0
subset of 242 genes: PAK2,2,0.0,0.0,0
subset of 242 genes: SHANK3,2,0.0,0.0,0
subset of 242 genes: TGIF1,1,0.0,0.0,0
subset of 243 genes: ABCD1:AFF2:AVPR2:BCAP31:CCNQ:CD40LG:CUL4B:DKC1:F8:F9:FLNA:FMR1:FRMD7:GDI1:GPC3:GRIA3:HPRT1:IDS:IKBKG:L1CAM:LAMP2:MECP2:MTM1:NAA10:NSDHL:OCRL:PHF6:RAB39B:SH2D1A:SLC6A8:SLC9A6:SOX3:STAG2:TMLHE:XIAP:ZDHHC9:ZIC3,1,0.0,0.0,0
subset of 243 genes: BTK:CHM:COL4A5:GLA:NXF5:PCDH19:PLP1:PRPS1:TIMM8A:ZNF711,2,0.0,0.0,0
subset of 243 genes: FLCN:RAI1,2,0.0,0.0,0
subset of 244 genes: FLCN:RAI1,10,0.0,0.0,0
subset of 244 genes: GATA4,2,0.0,0.0,0
subset of 244 genes: IRF6:KDM5B:WDR26,1,0.0,0.0,0
subset of 244 genes: TAF13,1,0.0,0.0,0
subset of 245 genes: BRSK2:CDKN1C:DCHS1:KCNQ1:KCNQ1OT1,1,0.0,0.0,0
subset of 245 genes: CHD8:HNRNPC,2,0.0,0.0,0
subset of 245 genes: EBF3,2,0.0,0.0,0
subset of 245 genes: FLCN:RAI1,4,0.0,0.0,0
subset of 2465 genes: APOB:BCL11A:DNMT3A:MSH2:MSH6:MYCN:NRXN1:SIX3:SPAST,2,0.0,0.0,0
subset of 246 genes: AKT3:HNRNPU:ZBTB18,2,0.0,0.0,0
subset of 246 genes: BRCA2:EDNRB:NBEA:POLR1D:RB1,1,0.0,0.0,0
subset of 246 genes: FLCN:PMP22:RAI1,2,0.0,0.0,0
subset of 246 genes: FLCN:RAI1,2,0.0,0.0,0
subset of 246 genes: GNB1,2,0.0,0.0,0
subset of 246 genes: PKP2:PTHLH,2,0.0,0.0,0
subset of 246 genes: SIN3A,2,0.0,0.0,0
subset of 246 genes: TGIF1,1,0.0,0.0,0
subset of 247 genes: CDKN2A:ELAVL2:MTAP:NFIB,1,0.0,0.0,0
subset of 247 genes: CNOT1:GNAO1,2,0.0,0.0,0
subset of 247 genes: FLCN:RAI1,6,0.0,0.0,0
subset of 247 genes: GNB1,4,0.0,0.0,0
subset of 247 genes: KCNQ2,2,0.0,0.0,0
subset of 247 genes: KIF11:LGI1,2,0.0,0.0,0
subset of 247 genes: NAF1,2,0.0,0.0,0
subset of 247 genes: PAFAH1B1,2,0.0,0.0,0
subset of 248 genes: ABCD1:AFF2:AVPR2:BCAP31:CCNQ:CD40LG:CUL4B:DKC1:F8:F9:FLNA:FMR1:FRMD7:GDI1:GPC3:GRIA3:HPRT1:IDS:IKBKG:L1CAM:LAMP2:MECP2:MTM1:NAA10:NSDHL:OCRL:PHF6:RAB39B:SH2D1A:SLC6A8:SLC9A6:SOX3:STAG2:TMLHE:XIAP:ZDHHC9:ZIC3,1,0.0,0.0,0
subset of 248 genes: DIP2A,1,0.0,0.0,0
subset of 248 genes: DLL1:ERMARD,2,0.0,0.0,0
subset of 248 genes: FLCN:RAI1,10,0.0,0.0,0
subset of 248 genes: PKD2:WDFY3,2,0.0,0.0,0
subset of 249 genes: ABCD1:AVPR2:BCAP31:CCNQ:DKC1:F8:FLNA:GDI1:IKBKG:L1CAM:MECP2:NAA10:NSDHL:RAB39B:SLC6A8:TMLHE,2,0.0,0.0,0
subset of 249 genes: FLCN:RAI1,3,0.0,0.0,0
subset of 249 genes: GNB1,4,0.0,0.0,0
subset of 24 genes: ABCD1:AVPR2:BCAP31:CCNQ:L1CAM:MECP2:NAA10:SLC6A8,1,0.0,0.0,0
subset of 24 genes: ABCD1:AVPR2:BCAP31:CCNQ:L1CAM:NAA10:SLC6A8,1,0.0,0.0,0
subset of 24 genes: ADNP,1,0.0,0.0,0
subset of 24 genes: ANKRD11,1,0.0,0.0,0
subset of 24 genes: APOB,1,0.0,0.0,0
subset of 24 genes: ARHGEF9,1,0.0,0.0,0
subset of 24 genes: ASXL3:CELF4,1,0.0,0.0,0
subset of 24 genes: BAG3:EMX2,1,0.0,0.0,0
subset of 24 genes: BRCA2,1,0.0,0.0,0
subset of 24 genes: CACNA1C,2,0.0,0.0,0
subset of 24 genes: CDC73,1,0.0,0.0,0
subset of 24 genes: CDKN2A:MTAP,3,0.0,0.0,0
subset of 24 genes: CHD8:HNRNPC,2,0.0,0.0,0
subset of 24 genes: CLCN5,1,0.0,0.0,0
subset of 24 genes: CNTNAP5:GLI2,1,0.0,0.0,0
subset of 24 genes: COL11A1,1,0.0,0.0,0
subset of 24 genes: CRKL,1,0.0,0.0,0
subset of 24 genes: CSMD1,2,0.0,0.0,0
subset of 24 genes: CYBB:DMD,1,0.0,0.0,0
subset of 24 genes: DDX41:NSD1,1,0.0,0.0,0
subset of 24 genes: DKC1:F8:IKBKG:RAB39B:TMLHE,2,0.0,0.0,0
subset of 24 genes: DLL1,2,0.0,0.0,0
subset of 24 genes: DLL1:ERMARD,1,0.0,0.0,0
subset of 24 genes: ELN,5,0.0,0.0,0
subset of 24 genes: FOXL2,2,0.0,0.0,0
subset of 24 genes: FOXP1:MITF,1,0.0,0.0,0
subset of 24 genes: FRMD7:OCRL:ZDHHC9,1,0.0,0.0,0
subset of 24 genes: GALNT12:TGFBR1,1,0.0,0.0,0
subset of 24 genes: GNAS:TUBB1,1,0.0,0.0,0
